source,dataset,examples,case_score
Synthetic,nlp,ex0,0.92
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.45
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.91
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.92
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.75
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.91
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.55
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.6
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.08
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.75
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.6
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.55
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,1.0
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.08
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.55
Synthetic,nlp,ex0,0.55
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.55
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.75
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.45
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.65
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,1.0
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.55
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,1.0
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.72
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.9
Synthetic,nlp,ex0,0.75
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.55
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.95
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.05
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.5
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.55
Synthetic,nlp,ex0,0.1
Synthetic,nlp,ex0,0.85
Synthetic,nlp,ex0,0.15
Synthetic,nlp,ex0,0.05
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.55
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.08
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.9
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.12
Synthetic,titanic,ex10,0.78
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.81
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.35
Synthetic,titanic,ex10,0.6
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.55
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.45
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.9
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.55
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.76
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.94
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.81
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.55
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.78
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.9
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.9
Synthetic,titanic,ex10,0.7
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.81
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.78
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.55
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.9
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.55
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.78
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.3
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.62
Synthetic,titanic,ex10,0.82
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.6
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.08
Synthetic,titanic,ex10,0.89
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.94
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.87
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.55
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.9
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.75
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.88
Synthetic,titanic,ex10,0.92
Synthetic,titanic,ex10,0.6
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.95
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.08
Synthetic,titanic,ex10,0.91
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.9
Synthetic,titanic,ex10,0.6
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.15
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.1
Synthetic,titanic,ex10,0.9
Synthetic,titanic,ex10,0.5
Synthetic,titanic,ex10,0.93
Synthetic,titanic,ex10,0.05
Synthetic,titanic,ex10,0.85
Synthetic,titanic,ex10,0.1
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.91
Synthetic,diabetic,ex10,0.88
Synthetic,diabetic,ex10,0.87
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.88
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.9
Synthetic,diabetic,ex10,0.95
Synthetic,diabetic,ex10,0.95
Synthetic,diabetic,ex10,0.93
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.81
Synthetic,diabetic,ex10,0.82
Synthetic,diabetic,ex10,0.91
Synthetic,diabetic,ex10,0.91
Synthetic,diabetic,ex10,0.94
Synthetic,diabetic,ex10,0.92
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.88
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.93
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.76
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.12
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.55
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.91
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.82
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.91
Synthetic,diabetic,ex10,0.55
Synthetic,diabetic,ex10,0.93
Synthetic,diabetic,ex10,0.93
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.95
Synthetic,diabetic,ex10,0.95
Synthetic,diabetic,ex10,0.91
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.76
Synthetic,diabetic,ex10,0.08
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.55
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.88
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.5
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.93
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.05
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.91
Synthetic,diabetic,ex10,0.93
Synthetic,diabetic,ex10,0.15
Synthetic,diabetic,ex10,0.92
Synthetic,diabetic,ex10,0.95
Synthetic,diabetic,ex10,0.9
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.55
Synthetic,diabetic,ex10,0.93
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.1
Synthetic,diabetic,ex10,0.85
Synthetic,diabetic,ex10,0.89
Synthetic,diabetic,ex10,0.91
Synthetic,diabetic,ex10,0.92
Synthetic,diabetic,ex10,0.91
